event,eco_mean,eco_median,eco_5,eco_95,fatality_mean,fatality_median,fatality_5,fatality_95
Italy_14-10-1997_3,1497.5483714666666,696.107,56.39596000000001,5280.661,22.91019147126671,8.079605,0.34692495,91.24011999999996
Italy_26-9-1997_2,1425.8248652,708.179,55.903355,5006.656499999999,23.212902944533322,8.750595,0.26947554999999995,87.65863999999979
Italy_24-11-2004,186.82569272391333,65.79315,2.071051,782.1613499999999,8.869960696180545,1.4488949999999998,0.004063401,44.27391499999998
Cyprus_09-10-1996,872.9803679400001,392.8845,16.09203,3072.324,10.129374544793318,4.244255,0.08945227500000001,36.06699499999998
Greece_24-2-1981_1,1880.0219129333334,1273.585,268.4672,5297.0965,194.80286627333368,135.39800000000002,24.641615,544.5317499999999
Italy_26-10-2016_1,2419.7472968666666,1226.125,172.91855,8289.296999999997,38.500544711333326,18.19565,2.215391,139.27084999999997
Turkey_13-3-1992,339.5581033866,246.0175,10.827115000000003,995.0329,106.00934548587341,62.8271,0.6017346999999998,340.18905
Greece_15-6-1995,1123.7576825866665,686.436,72.76282,3471.758499999999,112.2691882226667,60.525400000000005,4.086977,387.44334999999995
Italy_26-9-1997_1,2481.410985266667,1365.15,130.17325,8519.15,142.08496523466684,66.84700000000001,2.8798855000000003,510.9273999999999
Greece_25-2-1981_2,2551.9769314,1048.335,48.583035,10103.425,228.34636724359987,66.70375,1.126845,1036.6284999999998
Italy_20-5-2012_1,14518.515885333334,9831.55,1597.1255,42349.55499999999,877.2232909866663,544.415,61.26358,2719.6469999999995
Greece_26-1-2014_1,246.41646653473333,88.27745,2.1199335,1021.9964999999994,3.390323266853568,1.2126450000000002,0.011339195000000002,14.094344999999997
Italy_13-12-1990,555.2492087389334,156.5655,2.6528355,2304.149499999998,27.25047850313002,2.8577950000000003,0.003490374,143.16729999999995
Greece_13-9-1986,832.2177478066666,568.651,38.38982,2445.4364999999993,30.329923733066696,19.10295,0.89803815,93.03229999999998
Italy_01-11-2002_2,975.74190748,437.674,29.666260000000005,3621.346499999997,15.24969155920664,4.7009799999999995,0.094139645,64.6912
Turkey_17-8-1999,17889.618399333332,10726.55,2066.722,66678.25999999998,14001.652645199994,9097.11,1142.435,48749.94999999999
Netherlands_13-4-1992,3440.0191187733335,1427.46,44.952815,13700.039999999997,190.29564387064678,48.655199999999994,0.2003586,873.9070999999998
Italy_07-4-2009_2,420.17795622000006,196.3325,11.912265,1562.758,6.2979559879133316,2.018975,0.03571015499999999,27.40185499999999
Spain_25-1-2016,25.213340228983956,1.912805,0.013598900000000002,122.16029999999982,0.18242120632031883,0.00131244,1.3160180000000001e-08,0.7480331999999998
Italy_06-4-2009_1,4877.9517778,3557.74,648.106,12876.89,378.5120773133337,291.53999999999996,33.76861999999999,975.7065999999998
Italy_23-11-1980,18760.42680933333,12036.55,1418.829,58854.46499999999,856.8421628733329,478.2175,41.389325,2904.9954999999986
Greece_17-11-2015,512.122324212,318.119,13.981935,1581.7384999999995,10.794534937506663,5.913345,0.1566963,37.066584999999996
Greece_13-5-1995,762.50598984,426.8495,24.949055,2718.7084999999997,21.711297033860028,11.35315,0.2785704,82.32516999999997
Serbia_03-11-2010,934.60593384,706.6,54.93111,2427.786,252.86403940026665,153.953,2.443817,757.3272499999998
