event,eco_mean,eco_median,eco_5,eco_95,fatality_mean,fatality_median,fatality_5,fatality_95
Italy_29-5-2012_2,10994.856744666666,7521.645,1383.599,31647.36,206.47947423333326,134.79950000000002,20.06466,617.6524
Romania_31-5-1990_2,290.1438771017333,85.36945,2.6557405,1283.9004999999995,12.689537186560985,2.3087400000000002,0.0084943875,62.089609999999915
Turkey_12-11-1999,512.5292982287333,272.8165,7.9462925,1735.1135,229.76537961333966,83.66999999999999,0.56219015,840.91335
Italy_18-1-2017,1791.5764339333334,970.4035,142.6987,5997.396,33.30349557799994,17.8186,2.0140705,114.1771
Albania_26-11-2019,621.3770035866667,321.798,19.28795,2152.3485,306.44978927333324,110.0755,3.617272,1246.2494999999992
Germany_13-4-1992,418.6809747175184,104.506,1.285125,1827.425,8.624321811297438,0.9935485000000001,0.001130058,44.82412
Greece_16-10-1988,120.90064302081383,27.1135,0.4737852,532.2436999999999,2.083296173742814,0.27353400000000005,0.0003274428500000001,10.203929999999996
Turkey_23-10-2011,1503.7398548666665,1213.875,127.8966,3811.5089999999996,998.2930708866674,780.1155,53.380225,2574.319499999999
Romania_30-5-1990_1,2534.902588066667,1365.075,112.84485000000001,8777.5365,190.3075508482004,83.9938,2.8418854999999996,713.5011
Greece_30-10-2020,316.33126428466664,161.358,5.3133525,1115.4905,5.847144320100005,2.362145,0.046218335,21.452755
Italy_31-10-2002_1,1035.3237747066667,466.993,36.39416,3803.1,16.533876855133336,5.277939999999999,0.128921,65.49977499999999
Croatia_22-3-2020,513.8935377801402,73.0781,0.66532855,2949.085999999994,98.5858782518968,5.25939,0.007138639000000003,536.9863999999992
Italy_24-8-2016,2930.6938419333333,1498.155,203.9751,9817.703499999998,164.67091096000013,79.76875,8.672916999999998,589.7806999999999
Greece_12-6-2017,199.4279332253882,65.32335,1.040135,795.1607999999994,3.4844699616468042,0.7043615000000001,0.001510616,15.554694999999988
Croatia_29-12-2020,2611.6548622,1605.73,249.9809,8510.601999999999,196.00507770000002,120.98649999999999,15.432100000000002,598.7493000000001
Greece_07-9-1999,13845.2383922,8924.115,758.6276,43477.454999999994,486.6779959599993,252.6525,14.336045,1635.551
Italy_30-10-2016_2,5373.386567,2510.505,325.5386500000001,18300.319999999996,88.3805551113333,35.44235,4.248358,335.9537499999997
Greece_03-2-2014_2,140.5234840002,32.51115,0.48529750000000005,730.4178,5.744226064498263,0.6712465000000001,0.0009128985500000002,33.309415
Iceland_29-5-2008,400.32746152,194.5825,12.86217,1473.068,3.091310467873334,1.6246450000000001,0.053182820000000006,10.899424999999997
Turkey_27-6-1998,1522.6621637081673,567.23,9.317778,6066.750999999999,531.5541048563779,99.635,0.14868360000000003,2682.4969999999994
Turkey_30-10-2020,565.0011944948562,84.80395,0.574594,2704.427000000001,98.78026170097034,1.650355,0.00390736,504.005
Turkey_01-10-1995,115.67720102257381,34.3776,0.444729,512.21,16.052823442827286,0.9740665,0.004291779999999999,81.28135
Iceland_17-6-2000,219.54940261766203,53.6983,0.380177,1027.14,0.7392077109006479,0.05207285,4.9390899999999995e-05,3.8515909999999987
Iceland_20-6-2000,367.65639771933337,195.737,12.728095,1362.3499999999997,11.004764345893339,6.125935,0.09282603,37.34548
